Magazyn;Indeks;Jednostka miary;Stan;Stan minimalny;Wartoœæ;Nazwa;EAN-13;Symbol SWW PKWiU;Jednostka miary;
1;627;szt;0;0;0;Papier arkusz XL 120;;;szt;"insert into stany_mag (1,627,'szt',0,0,0,'Papier arkusz XL 120','szt');"
1;628;szt;0;0;0;Papier arkusz XL 180;;;szt;"insert into stany_mag (1,628,'szt',0,0,0,'Papier arkusz XL 180','szt');"
1;629;szt;0;0;0;P³ótno XL gr.80 (arkusz);;;szt;"insert into stany_mag (1,629,'szt',0,0,0,'P³ótno XL gr.80 (arkusz)','szt');"
1;63;kg;0;0;0;Bumakryl  grysowy 530 MG1.5L;;26.64.10 - 00.90;kg;"insert into stany_mag (1,63,'kg',0,0,0,'Bumakryl  grysowy 530 MG1.5L','kg');"
1;630;szt;0;0;0;P³ótno XL gr.100 (arkusz);;;szt;"insert into stany_mag (1,630,'szt',0,0,0,'P³ótno XL gr.100 (arkusz)','szt');"
1;631;szt;41;0;37,72;P³ótno XL gr.120 (arkusz);;;szt;"insert into stany_mag (1,631,'szt',41,0,37,72,'P³ótno XL gr.120 (arkusz)','szt');"
1;632;szt;0;0;0;P³ótno XL gr.180 (arkusz);;;szt;"insert into stany_mag (1,632,'szt',0,0,0,'P³ótno XL gr.180 (arkusz)','szt');"
1;633;szt;7;0;88,2;Collage Czyœcik uniwersalny 500 ml;;;szt;"insert into stany_mag (1,633,'szt',7,0,88,2,'Collage Czyœcik uniwersalny 500 ml','szt');"
1;634;szt;33;0;223,74;Silikon uniwersalny 310ml;;24.30.22-53.20;szt;"insert into stany_mag (1,634,'szt',33,0,223,74,'Silikon uniwersalny 310ml','szt');"
1;635;szt;13;0;94,12;Collage Uszczelniacz dekarski;;;szt;"insert into stany_mag (1,635,'szt',13,0,94,12,'Collage Uszczelniacz dekarski','szt');"
1;636;szt;26;0;307,84;Collage Uszczelniacz ka³czukowy 310 ml;;24.30.22-53.20;szt;"insert into stany_mag (1,636,'szt',26,0,307,84,'Collage Uszczelniacz ka³czukowy 310 ml','szt');"
1;637;szt;8;0;52,8;Collage Œrodek grzybobójczy 1l;;24.20.15-79.90;szt;"insert into stany_mag (1,637,'szt',8,0,52,8,'Collage Œrodek grzybobójczy 1l','szt');"
1;638;szt;7;0;131,04;Collage Œrodek grzybobójczy 5l;;24.20.15-79.90;szt;"insert into stany_mag (1,638,'szt',7,0,131,04,'Collage Œrodek grzybobójczy 5l','szt');"
1;639;szt;4;0;286,88;Collage Impregnat do drewna 5 l;;24.20.15-79.90;szt;"insert into stany_mag (1,639,'szt',4,0,286,88,'Collage Impregnat do drewna 5 l','szt');"
1;64;kg;0;0;0;Bumakryl grysowy 539 MG1.5L;;26.64.10 - 00.90;kg;"insert into stany_mag (1,64,'kg',0,0,0,'Bumakryl grysowy 539 MG1.5L','kg');"
1;640;szt;4;0;44,84;Collage Klinkier Pro impregnat 1 l;;;szt;"insert into stany_mag (1,640,'szt',4,0,44,84,'Collage Klinkier Pro impregnat 1 l','szt');"
1;641;szt;1;0;8,89;Collage Kostka Pro impregnat 1 l;;;szt;"insert into stany_mag (1,641,'szt',1,0,8,89,'Collage Kostka Pro impregnat 1 l','szt');"
1;642;szt;17;0;169,48;Collage Piaskowiec impregnat 1l;;;szt;"insert into stany_mag (1,642,'szt',17,0,169,48,'Collage Piaskowiec impregnat 1l','szt');"
1;643;szt;0;0;0;Collage Zaprawa do spoin orzech 2 kg;;;szt;"insert into stany_mag (1,643,'szt',0,0,0,'Collage Zaprawa do spoin orzech 2 kg','szt');"
1;644;szt;5;0;60,33;Collage Silikon 310 ml kolor;;;szt;"insert into stany_mag (1,644,'szt',5,0,60,33,'Collage Silikon 310 ml kolor','szt');"
1;645;szt;3;0;16,56;Collage Fugo Fix œrodek do fug 1l;;;szt;"insert into stany_mag (1,645,'szt',3,0,16,56,'Collage Fugo Fix œrodek do fug 1l','szt');"
1;646;m3;0;0;0;P³yta styropian zwyk³y œciana #40;;;m3;"insert into stany_mag (1,646,'m3',0,0,0,'P³yta styropian zwyk³y œciana #40','m3');"
1;647;m2;0;0;0;P³yta styropian zwyk³y œciana #60;;;m2;"insert into stany_mag (1,647,'m2',0,0,0,'P³yta styropian zwyk³y œciana #60','m2');"
1;648;m3;0;0;0;P³yty SILVER #40;;;m3;"insert into stany_mag (1,648,'m3',0,0,0,'P³yty SILVER #40','m3');"
1;649;szt;17;0;43,26;Pêdzel smo³owiec;;;szt;"insert into stany_mag (1,649,'szt',17,0,43,26,'Pêdzel smo³owiec','szt');"
1;65;szt.;0;0;0;Cement portlandzki CEMII/B-V  32,5  25 kg;;26.51.12 - 30.3;szt.;"insert into stany_mag (1,65,'szt.',0,0,0,'Cement portlandzki CEMII/B-V  32,5  25 kg','szt.');"
1;650;szt;8;0;112,65;Szk³o wodne 5 l;;;szt;"insert into stany_mag (1,650,'szt',8,0,112,65,'Szk³o wodne 5 l','szt');"
1;651;m2;0;0;0;Akcel Guttabeta 1,5x20mb/30m2/500g;;;m2;"insert into stany_mag (1,651,'m2',0,0,0,'Akcel Guttabeta 1,5x20mb/30m2/500g','m2');"
1;652;szt;19;0;45,74;Taœma dwustronna 50/10 m;;;szt;"insert into stany_mag (1,652,'szt',19,0,45,74,'Taœma dwustronna 50/10 m','szt');"
1;653;szt;17;0;95,03;Taœma dwustronna 50/25m;;;szt;"insert into stany_mag (1,653,'szt',17,0,95,03,'Taœma dwustronna 50/25m','szt');"
1;654;szt;0;0;0;EKOGIPS Gips szpachlowy 25 kg;;;szt;"insert into stany_mag (1,654,'szt',0,0,0,'EKOGIPS Gips szpachlowy 25 kg','szt');"
1;655;szt;0;0;0;EKOGIPS Gips budowlany 30 kg;;;szt;"insert into stany_mag (1,655,'szt',0,0,0,'EKOGIPS Gips budowlany 30 kg','szt');"
1;656;szt;0;0;0;Arsanit Gruntex EG-017 5l;;;szt;"insert into stany_mag (1,656,'szt',0,0,0,'Arsanit Gruntex EG-017 5l','szt');"
1;657;szt;0;0;0;Prêt mocuj¹cy 100 cm;;;szt;"insert into stany_mag (1,657,'szt',0,0,0,'Prêt mocuj¹cy 100 cm','szt');"
1;658;szt;0;0;0;Ko³ek SM-6x40;;;szt;"insert into stany_mag (1,658,'szt',0,0,0,'Ko³ek SM-6x40','szt');"
1;659;szt;9;0;12,51;Tasma dwustr.50/5m;;;szt;"insert into stany_mag (1,659,'szt',9,0,12,51,'Tasma dwustr.50/5m','szt');"
1;66;kg;0;0;0;Farba 555;;;kg;"insert into stany_mag (1,66,'kg',0,0,0,'Farba 555','kg');"
1;660;m3;0;0;0;P³yty styropianowe EPS 70 14 cm;;25.21.41 - 20.00;m3;"insert into stany_mag (1,660,'m3',0,0,0,'P³yty styropianowe EPS 70 14 cm','m3');"
1;661;szt;0;0;0;Dublet klej do plytek;;;szt;"insert into stany_mag (1,661,'szt',0,0,0,'Dublet klej do plytek','szt');"
1;662;m2;0;0;0;P³yta Gips Og. 12,5/120/260;;26.62.10-50.10;m2;"insert into stany_mag (1,662,'m2',0,0,0,'P³yta Gips Og. 12,5/120/260','m2');"
1;663;m3;0;0;0;P³yty SILVER œ#140;;;m3;"insert into stany_mag (1,663,'m3',0,0,0,'P³yty SILVER œ#140','m3');"
1;664;m3;0;0;0;P³yty SILVER d-p #100;;;m3;"insert into stany_mag (1,664,'m3',0,0,0,'P³yty SILVER d-p #100','m3');"
1;665;m3;0;0;0;P³yty SILVER d-p #50;;;m3;"insert into stany_mag (1,665,'m3',0,0,0,'P³yty SILVER d-p #50','m3');"
1;666;m2;44;0;140,8;Siatka cieto-ci¹gniona z blachy;;;m2;"insert into stany_mag (1,666,'m2',44,0,140,8,'Siatka cieto-ci¹gniona z blachy','m2');"
1;667;szt;0;0;0;Tynk mozaikowy M25;;;szt;"insert into stany_mag (1,667,'szt',0,0,0,'Tynk mozaikowy M25','szt');"
1;668;szt;14;0;64,68;Sznurek murarski  100 mb;;;szt;"insert into stany_mag (1,668,'szt',14,0,64,68,'Sznurek murarski  100 mb','szt');"
1;669;szt;0;0;0;Wiert³o do muru 6x110/160;;;szt;"insert into stany_mag (1,669,'szt',0,0,0,'Wiert³o do muru 6x110/160','szt');"
1;67;kg;0;0;0;Bumakryl grysowy 205 MG1.5L;;26.64.10 - 00.90;kg;"insert into stany_mag (1,67,'kg',0,0,0,'Bumakryl grysowy 205 MG1.5L','kg');"
1;670;szt;3;0;20,55;Wiert³o do muru 10x100/140;;;szt;"insert into stany_mag (1,670,'szt',3,0,20,55,'Wiert³o do muru 10x100/140','szt');"
1;671;szt;0;0;0;Wiert³o SDS 6x100/160;;;szt;"insert into stany_mag (1,671,'szt',0,0,0,'Wiert³o SDS 6x100/160','szt');"
1;672;szt;2;0;16,48;Wiert³o SDS 10x100/160;;;szt;"insert into stany_mag (1,672,'szt',2,0,16,48,'Wiert³o SDS 10x100/160','szt');"
1;673;szt;18;0;22,68;Z³¹cze k¹towe 70wzw;;;szt;"insert into stany_mag (1,673,'szt',18,0,22,68,'Z³¹cze k¹towe 70wzw','szt');"
1;674;szt;0;0;0;"Pargot Mozaika Kwarcowa ""S""12,5kg";;;szt;"insert into stany_mag (1,674,'szt',0,0,0,'Pargot Mozaika Kwarcowa ""S""12,5kg','szt');"
1;675;szt;0;0;0;"Pargot Mozaika Kwarcowa ""S""15kg";;;szt;"insert into stany_mag (1,675,'szt',0,0,0,'Pargot Mozaika Kwarcowa ""S""15kg','szt');"
1;676;m2;0;0;0;Blachodachówka Per³a;;27.10.40-97.00;m2;"insert into stany_mag (1,676,'m2',0,0,0,'Blachodachówka Per³a','m2');"
1;677;szt;0;0;0;Lakier Zaprawkowy 400 ml;;;szt;"insert into stany_mag (1,677,'szt',0,0,0,'Lakier Zaprawkowy 400 ml','szt');"
1;678;100 szt;17,44;0;209,28;£¹cznik ti 10x120;;;100 szt;"insert into stany_mag (1,678,'100 szt',17,44,0,209,28,'£¹cznik ti 10x120','100 szt');"
1;679;100 szt;20,41;0;244,92;£¹cznik ti 10x140;;;100 szt;"insert into stany_mag (1,679,'100 szt',20,41,0,244,92,'£¹cznik ti 10x140','100 szt');"
1;68;kg;0;0;0;Bumakryl grysowy 1507 MG1.5L;;26.64.10 - 00.90;kg;"insert into stany_mag (1,68,'kg',0,0,0,'Bumakryl grysowy 1507 MG1.5L','kg');"
1;680;100 szt;24,79;0;297,48;£¹cznik ti 10x160;;;100 szt;"insert into stany_mag (1,680,'100 szt',24,79,0,297,48,'£¹cznik ti 10x160','100 szt');"
1;681;100 szt;24,05;0;336,7;£¹cznik ti 10x180;;;100 szt;"insert into stany_mag (1,681,'100 szt',24,05,0,336,7,'£¹cznik ti 10x180','100 szt');"
1;682;m2;0;0;0;Center Folia ¿óta PE 0,2;;;m2;"insert into stany_mag (1,682,'m2',0,0,0,'Center Folia ¿óta PE 0,2','m2');"
1;683;m2;0;0;0;Center Folia PE B TYP 200;;;m2;"insert into stany_mag (1,683,'m2',0,0,0,'Center Folia PE B TYP 200','m2');"
1;684;m2;0;0;0;Center Folia Perforowana dachowa;;;m2;"insert into stany_mag (1,684,'m2',0,0,0,'Center Folia Perforowana dachowa','m2');"
1;685;m2;0;0;0;Center WILUNEX 120 membrana dachowa;;;m2;"insert into stany_mag (1,685,'m2',0,0,0,'Center WILUNEX 120 membrana dachowa','m2');"
1;686;szt;16;0;235,04;Collage Impregnat do drewna kon. 1l;;24.20.15-79.90;szt;"insert into stany_mag (1,686,'szt',16,0,235,04,'Collage Impregnat do drewna kon. 1l','szt');"
1;687;szt;0;0;0;Collage zaprawa do spoin Grafit 5 kg;;;szt;"insert into stany_mag (1,687,'szt',0,0,0,'Collage zaprawa do spoin Grafit 5 kg','szt');"
1;688;szt;0;0;0;Collage Zaprawa do spoin Manhattan 5 kg;;;szt;"insert into stany_mag (1,688,'szt',0,0,0,'Collage Zaprawa do spoin Manhattan 5 kg','szt');"
1;689;szt;0;0;0;Collage Zaprawa do spoin Karmel 2 kg;;;szt;"insert into stany_mag (1,689,'szt',0,0,0,'Collage Zaprawa do spoin Karmel 2 kg','szt');"
1;69;kg;0;0;0;Bumagrunt pigmentowany 1507;;2430127131;kg;"insert into stany_mag (1,69,'kg',0,0,0,'Bumagrunt pigmentowany 1507','kg');"
1;690;szt;0;0;0;Collage Impregnat do drewna kasztan 2,5l;;;szt;"insert into stany_mag (1,690,'szt',0,0,0,'Collage Impregnat do drewna kasztan 2,5l','szt');"
1;691;szt;0;0;0;Collage Impregnat do drewna kasztan 1l;;;szt;"insert into stany_mag (1,691,'szt',0,0,0,'Collage Impregnat do drewna kasztan 1l','szt');"
1;692;szt;0;0;0;Collage Impragnat do drewna palisander 2,5l;;;szt;"insert into stany_mag (1,692,'szt',0,0,0,'Collage Impragnat do drewna palisander 2,5l','szt');"
1;693;szt;0;0;0;Collage Impregnat do drewna palisander 1l;;;szt;"insert into stany_mag (1,693,'szt',0,0,0,'Collage Impregnat do drewna palisander 1l','szt');"
1;694;szt;0;0;0;Collage impregnat do drewna machoñ 1l;;;szt;"insert into stany_mag (1,694,'szt',0,0,0,'Collage impregnat do drewna machoñ 1l','szt');"
1;695;szt;29;0;562,02;Collage Impregnat do drewna 2,5l;;;szt;"insert into stany_mag (1,695,'szt',29,0,562,02,'Collage Impregnat do drewna 2,5l','szt');"
1;696;szt;0;0;0;Collage Impregnat do drewna pinia 1l;;;szt;"insert into stany_mag (1,696,'szt',0,0,0,'Collage Impregnat do drewna pinia 1l','szt');"
1;697;szt;0;0;0;Collage Impregnat do drzewa sosna 2,5l;;;szt;"insert into stany_mag (1,697,'szt',0,0,0,'Collage Impregnat do drzewa sosna 2,5l','szt');"
1;698;szt;39;0;411,35;Collage Impregnat do drzewa 1l;;;szt;"insert into stany_mag (1,698,'szt',39,0,411,35,'Collage Impregnat do drzewa 1l','szt');"
1;699;kg;0;0;0;Spoiwo do tynku mozaikowego;;;kg;"insert into stany_mag (1,699,'kg',0,0,0,'Spoiwo do tynku mozaikowego','kg');"
1;7;szt.;0;1000;0;£¹cznik do termoizolacji 120;;25.23.15 - 90.10;szt.;"insert into stany_mag (1,7,'szt.',0,1000,0,'£¹cznik do termoizolacji 120','szt.');"
1;70;kg;0;0;0;Bumagrunt pigmentowany 205;;2430127131;kg;"insert into stany_mag (1,70,'kg',0,0,0,'Bumagrunt pigmentowany 205','kg');"
1;700;kg;0;0;0;Gwo¿dzie skrêcane 3,5x80 ocynk;;;kg;"insert into stany_mag (1,700,'kg',0,0,0,'Gwo¿dzie skrêcane 3,5x80 ocynk','kg');"
1;701;kg;0;0;0;Gwo¿dzie skrecane 3,5x100 ocynk;;;kg;"insert into stany_mag (1,701,'kg',0,0,0,'Gwo¿dzie skrecane 3,5x100 ocynk','kg');"
1;702;kg;2637,65;0;3108,98;Tynk mozaikowy pó³produkt;;;kg;"insert into stany_mag (1,702,'kg',2637,65,0,3108,98,'Tynk mozaikowy pó³produkt','kg');"
1;703;szt;0;0;0;Arsanit Thermatynk-MB  B 1.5 mm 25 kg;;26.64.10-00.15;szt;"insert into stany_mag (1,703,'szt',0,0,0,'Arsanit Thermatynk-MB  B 1.5 mm 25 kg','szt');"
1;704;szt;0;0;0;Arsanit Thermatynk MB B 2,0 25 kg;;26.64.10-00.15;szt;"insert into stany_mag (1,704,'szt',0,0,0,'Arsanit Thermatynk MB B 2,0 25 kg','szt');"
1;705;szt;2;0;71,48;Collage Klinkier Pro 4 l do impregnacji;;;szt;"insert into stany_mag (1,705,'szt',2,0,71,48,'Collage Klinkier Pro 4 l do impregnacji','szt');"
1;706;szt;3;0;99,81;Collage Kostka Impreg.Pro 5l;;;szt;"insert into stany_mag (1,706,'szt',3,0,99,81,'Collage Kostka Impreg.Pro 5l','szt');"
1;707;szt;4;0;6,32;Kielnia trapez 120;;;szt;"insert into stany_mag (1,707,'szt',4,0,6,32,'Kielnia trapez 120','szt');"
1;708;szt;0;0;0;Kielnia trapez 190;;;szt;"insert into stany_mag (1,708,'szt',0,0,0,'Kielnia trapez 190','szt');"
1;709;szt;10;0;20;Paca styropianowa;;;szt;"insert into stany_mag (1,709,'szt',10,0,20,'Paca styropianowa','szt');"
1;71;kg;0;0;0;Bumakryl 543 K2.0L;;26.64.10 - 00.90;kg;"insert into stany_mag (1,71,'kg',0,0,0,'Bumakryl 543 K2.0L','kg');"
1;710;szt;1;0;46,89;£ata murarska 150 cm;;;szt;"insert into stany_mag (1,710,'szt',1,0,46,89,'£ata murarska 150 cm','szt');"
1;711;szt;4;0;54,44;Szpadel oprawiony;;;szt;"insert into stany_mag (1,711,'szt',4,0,54,44,'Szpadel oprawiony','szt');"
1;712;szt;6;0;28,56;Paca z zêbami 130x270;;;szt;"insert into stany_mag (1,712,'szt',6,0,28,56,'Paca z zêbami 130x270','szt');"
1;713;szt;3;0;29,34;Paca ze stali nier. do kleju 130x380;;;szt;"insert into stany_mag (1,713,'szt',3,0,29,34,'Paca ze stali nier. do kleju 130x380','szt');"
1;714;szt;47;0;36,66;Naro¿nik do ³uków PCV 2,5 m;;;szt;"insert into stany_mag (1,714,'szt',47,0,36,66,'Naro¿nik do ³uków PCV 2,5 m','szt');"
1;715;m2;0;0;0;Center Membrana Kube³kowa;;;m2;"insert into stany_mag (1,715,'m2',0,0,0,'Center Membrana Kube³kowa','m2');"
1;716;szt;0;0;0;Collage Zaprawa do spoin  5 kg;;26.64.10-00.19;szt;"insert into stany_mag (1,716,'szt',0,0,0,'Collage Zaprawa do spoin  5 kg','szt');"
1;717;szt;0;0;0;Collage Zaprawa do spoin karmel 5 kg;;;szt;"insert into stany_mag (1,717,'szt',0,0,0,'Collage Zaprawa do spoin karmel 5 kg','szt');"
1;718;szt;0;0;0;Collage Zaprawa do spoin grafit 2 kg;;;szt;"insert into stany_mag (1,718,'szt',0,0,0,'Collage Zaprawa do spoin grafit 2 kg','szt');"
1;719;szt;0;0;0;Collage Zaprawa do spoin Bahamabe¿ 2 kg;;;szt;"insert into stany_mag (1,719,'szt',0,0,0,'Collage Zaprawa do spoin Bahamabe¿ 2 kg','szt');"
1;72;kg;0;0;0;Bumagrunt pigmentowany 545  5w;;2430127131;kg;"insert into stany_mag (1,72,'kg',0,0,0,'Bumagrunt pigmentowany 545  5w','kg');"
1;720;kg;462,05;0;4047,75;Bravo Spoiwo do tynku mozaikowego;;;kg;"insert into stany_mag (1,720,'kg',462,05,0,4047,75,'Bravo Spoiwo do tynku mozaikowego','kg');"
1;721;100 szt;15,35;0;184,2;£¹cznik ti 10x100;;;100 szt;"insert into stany_mag (1,721,'100 szt',15,35,0,184,2,'£¹cznik ti 10x100','100 szt');"
1;722;szt;0;0;0;Eko Tynk maszynowy lekki 30 kg;;;szt;"insert into stany_mag (1,722,'szt',0,0,0,'Eko Tynk maszynowy lekki 30 kg','szt');"
1;723;szt;154;0;1355,2;Klej do styropianu 25 kg;;26.64.10-00.90;szt;"insert into stany_mag (1,723,'szt',154,0,1355,2,'Klej do styropianu 25 kg','szt');"
1;724;m3;0;0;0;P³yta SILVER œciana #50;;;m3;"insert into stany_mag (1,724,'m3',0,0,0,'P³yta SILVER œciana #50','m3');"
1;725;m3;0;0;0;P³yta SILVER œciana #80;;;m3;"insert into stany_mag (1,725,'m3',0,0,0,'P³yta SILVER œciana #80','m3');"
1;726;m3;0;0;0;P³yta SILVER œciana #100;;;m3;"insert into stany_mag (1,726,'m3',0,0,0,'P³yta SILVER œciana #100','m3');"
1;727;m3;0;0;0;P³yta SILVER œciana #20;;;m3;"insert into stany_mag (1,727,'m3',0,0,0,'P³yta SILVER œciana #20','m3');"
1;728;m3;0;0;0;P³yta SILVER # 120;;;m3;"insert into stany_mag (1,728,'m3',0,0,0,'P³yta SILVER # 120','m3');"
1;729;szt;6;0;15,84;Sznurek murarski  50mb;;;szt;"insert into stany_mag (1,729,'szt',6,0,15,84,'Sznurek murarski  50mb','szt');"
1;73;szt.;0;0;0;Profil coko³owy 408x2,00 M;;28.11.23;szt.;"insert into stany_mag (1,73,'szt.',0,0,0,'Profil coko³owy 408x2,00 M','szt.');"
1;730;szt;0;0;0;Farba akrylowa bia³a wew.5l;;;szt;"insert into stany_mag (1,730,'szt',0,0,0,'Farba akrylowa bia³a wew.5l','szt');"
1;731;szt;0;0;0;Farba akrylowa bia³a 10l;;;szt;"insert into stany_mag (1,731,'szt',0,0,0,'Farba akrylowa bia³a 10l','szt');"
1;732;szt;0;0;0;Dysperbit 10 kg;;;szt;"insert into stany_mag (1,732,'szt',0,0,0,'Dysperbit 10 kg','szt');"
1;733;1,0 tys.;0,934;0;6,66;Wkrêt utwardzony do drewna 2,5x12;;;1,0 tys.;"insert into stany_mag (1,733,'1,0 tys.',0,934,0,6,66,'Wkrêt utwardzony do drewna 2,5x12','1,0 tys.');"
1;734;1,0 tys.;1;0;7,65;Wkrêt utwr. do drewna 2,5x16;;;1,0 tys.;"insert into stany_mag (1,734,'1,0 tys.',1,0,7,65,'Wkrêt utwr. do drewna 2,5x16','1,0 tys.');"
1;735;1,0 tys.;0,977;0;5,86;Wkrêt utwr. do drewna 3,0x12;;;1,0 tys.;"insert into stany_mag (1,735,'1,0 tys.',0,977,0,5,86,'Wkrêt utwr. do drewna 3,0x12','1,0 tys.');"
1;736;1,0 tys.;0,655;0;4,38;Wkrêt utwr. do drewna 3,0x16;;;1,0 tys.;"insert into stany_mag (1,736,'1,0 tys.',0,655,0,4,38,'Wkrêt utwr. do drewna 3,0x16','1,0 tys.');"
1;737;1,0 tys.;1;0;7,58;Wkret utwar. do drewna 3,0x20;;;1,0 tys.;"insert into stany_mag (1,737,'1,0 tys.',1,0,7,58,'Wkret utwar. do drewna 3,0x20','1,0 tys.');"
1;738;1,0 tys.;1;0;9,6;Wkrêt utwar. do drewna 3,0x30;;;1,0 tys.;"insert into stany_mag (1,738,'1,0 tys.',1,0,9,6,'Wkrêt utwar. do drewna 3,0x30','1,0 tys.');"
1;739;1,0 tys.;0,869;0;7,5;Wkrêt utwar. do drewna 3,5x12;;;1,0 tys.;"insert into stany_mag (1,739,'1,0 tys.',0,869,0,7,5,'Wkrêt utwar. do drewna 3,5x12','1,0 tys.');"
1;74;szt.;0;0;0;Profil coko³owy 410x2,00 M;;28.11.23;szt.;"insert into stany_mag (1,74,'szt.',0,0,0,'Profil coko³owy 410x2,00 M','szt.');"
1;740;1,0 tys.;0,983;0;6,64;Wkret utwar. do drewna 3,5x13;;;1,0 tys.;"insert into stany_mag (1,740,'1,0 tys.',0,983,0,6,64,'Wkret utwar. do drewna 3,5x13','1,0 tys.');"
1;741;1,0 tys.;0,638;0;4,93;Wkret utwar. do drewna 3,5x16;;;1,0 tys.;"insert into stany_mag (1,741,'1,0 tys.',0,638,0,4,93,'Wkret utwar. do drewna 3,5x16','1,0 tys.');"
1;742;1,0 tys.;0,996;0;8,67;Wkret utwardzony do drewna 3,5x20;;;1,0 tys.;"insert into stany_mag (1,742,'1,0 tys.',0,996,0,8,67,'Wkret utwardzony do drewna 3,5x20','1,0 tys.');"
1;743;1,0 tys.;1;0;15,23;Wkrêt utwar. do drewna 3,5x40;;;1,0 tys.;"insert into stany_mag (1,743,'1,0 tys.',1,0,15,23,'Wkrêt utwar. do drewna 3,5x40','1,0 tys.');"
1;744;1,0 tys.;0,7;0;6,04;Wkrêt utwar. do drewna 4,0x12;;;1,0 tys.;"insert into stany_mag (1,744,'1,0 tys.',0,7,0,6,04,'Wkrêt utwar. do drewna 4,0x12','1,0 tys.');"
1;745;1,0 tys.;0,9;0;8,1;Wkret utwar. do drewna 4,0x16;;;1,0 tys.;"insert into stany_mag (1,745,'1,0 tys.',0,9,0,8,1,'Wkret utwar. do drewna 4,0x16','1,0 tys.');"
1;746;1,0 tys.;1;0;10,35;Wkret utwar. do drewna 4,0x20;;;1,0 tys.;"insert into stany_mag (1,746,'1,0 tys.',1,0,10,35,'Wkret utwar. do drewna 4,0x20','1,0 tys.');"
1;747;1,0 tys.;1;0;12,3;Wkret utwar. do drewna 4,0x25;;;1,0 tys.;"insert into stany_mag (1,747,'1,0 tys.',1,0,12,3,'Wkret utwar. do drewna 4,0x25','1,0 tys.');"
1;748;1,0 tys.;0;0;0;Wkret utwar. do drewna 6,0x100;;;1,0 tys.;"insert into stany_mag (1,748,'1,0 tys.',0,0,0,'Wkret utwar. do drewna 6,0x100','1,0 tys.');"
1;749;100 szt;1;0;18;Wkrêt hart.6x120;;;100 szt;"insert into stany_mag (1,749,'100 szt',1,0,18,'Wkrêt hart.6x120','100 szt');"
1;75;szt.;0;0;0;Naro¿nik ochronny z siatk¹ 10x10x3M;;28.11.23;szt.;"insert into stany_mag (1,75,'szt.',0,0,0,'Naro¿nik ochronny z siatk¹ 10x10x3M','szt.');"
1;750;100 szt;1;0;22,5;Wkrêt hart.6x140;;;100 szt;"insert into stany_mag (1,750,'100 szt',1,0,22,5,'Wkrêt hart.6x140','100 szt');"
1;751;1,0 tys.;0;0;0;Wkrêt utwar. do drewna 6,0x160;;;1,0 tys.;"insert into stany_mag (1,751,'1,0 tys.',0,0,0,'Wkrêt utwar. do drewna 6,0x160','1,0 tys.');"
1;752;kg;0;0;0;Styrklej S;;;kg;"insert into stany_mag (1,752,'kg',0,0,0,'Styrklej S','kg');"
1;753;kg;0;0;0;Baukryl 1284 K3;;;kg;"insert into stany_mag (1,753,'kg',0,0,0,'Baukryl 1284 K3','kg');"
1;754;kg;0;0;0;Baukryl 1293 K3;;;kg;"insert into stany_mag (1,754,'kg',0,0,0,'Baukryl 1293 K3','kg');"
1;755;szt;0;0;0;EKO-SAM Y200/330  54/40 -4MB  D+W  STANDART;;;szt;"insert into stany_mag (1,755,'szt',0,0,0,'EKO-SAM Y200/330  54/40 -4MB  D+W  STANDART','szt');"
1;756;szt;0;0;0;ECO-SAM  Y200/330  54/40-1MB  D+W  STANDART;;;szt;"insert into stany_mag (1,756,'szt',0,0,0,'ECO-SAM  Y200/330  54/40-1MB  D+W  STANDART','szt');"
1;757;szt;0;0;0;Krasiccy PUSTAK  PWD-DUO  400/270/330;;;szt;"insert into stany_mag (1,757,'szt',0,0,0,'Krasiccy PUSTAK  PWD-DUO  400/270/330','szt');"
1;758;szt;4;0;37,08;Collage Grunt -Flex Koncentrat 1:7 op.1l;;;szt;"insert into stany_mag (1,758,'szt',4,0,37,08,'Collage Grunt -Flex Koncentrat 1:7 op.1l','szt');"
1;759;szt;1;0;25,3;Collage Ognioflex Impregnat 5 kg;;;szt;"insert into stany_mag (1,759,'szt',1,0,25,3,'Collage Ognioflex Impregnat 5 kg','szt');"
1;76;szt.;0;0;0;ICOPAL-rura spustowa  90   2,5 mb  br¹z;;28.75.27 - 37.29;szt.;"insert into stany_mag (1,76,'szt.',0,0,0,'ICOPAL-rura spustowa  90   2,5 mb  br¹z','szt.');"
1;760;szt;0;0;0;Folia mal. extra mocna 4/5M;;;szt;"insert into stany_mag (1,760,'szt',0,0,0,'Folia mal. extra mocna 4/5M','szt');"
1;761;szt;0;0;0;Collage Folia w p³ynie 2,5 kg;;;szt;"insert into stany_mag (1,761,'szt',0,0,0,'Collage Folia w p³ynie 2,5 kg','szt');"
1;762;szt;0;0;0;Collage Klutan P op.2 l;;;szt;"insert into stany_mag (1,762,'szt',0,0,0,'Collage Klutan P op.2 l','szt');"
1;763;szt;0;0;0;Arsanit Thermatynk-MS B 1,5mm 25 kg;;26.64.10-00.15;szt;"insert into stany_mag (1,763,'szt',0,0,0,'Arsanit Thermatynk-MS B 1,5mm 25 kg','szt');"
1;764;szt;0;0;0;Arsanit Thermatynk MS B 2,0 25 kg;;26.64.10-00.15;szt;"insert into stany_mag (1,764,'szt',0,0,0,'Arsanit Thermatynk MS B 2,0 25 kg','szt');"
