unique_identifier,baseline_bottom,baseline_top,baselinepos_min,baselinepos_mid,baselinepos_max,l0,l1,l2,l3,l4,level,segment,lcm,aut_min_Y1,aut_min_Y2,aut_min_Y3,aut_mid_Y1,aut_mid_Y2,aut_mid_Y3,aut_max_Y1,aut_max_Y2,aut_max_Y3,aut_min_Y1_q,aut_min_Y2_q,aut_min_Y3_q,aut_mid_Y1_q,aut_mid_Y2_q,aut_mid_Y3_q,aut_max_Y1_q,aut_max_Y2_q,aut_max_Y3_q,lcm_or_aut,lcm_max,lcm_mid,lcm_min,lcm_min_Y1,lcm_min_Y2,lcm_min_Y3,lcm_mid_Y1,lcm_mid_Y2,lcm_mid_Y3,lcm_max_Y1,lcm_max_Y2,lcm_max_Y3,autorlcm_min_Y1,autorlcm_min_Y2,autorlcm_min_Y3,autorlcm_mid_Y1,autorlcm_mid_Y2,autorlcm_mid_Y3,autorlcm_max_Y1,autorlcm_max_Y2,autorlcm_max_Y3,pro_min_Y0,pro_min_Y1,pro_min_Y2,pro_min_Y3,pro_mid_Y0,pro_mid_Y1,pro_mid_Y2,pro_mid_Y3,pro_max_Y0,pro_max_Y1,pro_max_Y2,pro_max_Y3,out_considered_min,out_considered_mid,out_considered_max,out_yesno,out_year_min,out_year_mid,out_year_max,out_quarter_min,out_quarter_mid,out_quarter_max,hire_min_Y1,hire_mid_Y1,hire_max_Y1,hire_min_Y2,hire_mid_Y2,hire_max_Y2,hire_min_Y3,hire_mid_Y3,hire_max_Y3,exit_min_Y1,exit_mid_Y1,exit_max_Y1,exit_min_Y2,exit_mid_Y2,exit_max_Y2,exit_min_Y3,exit_mid_Y3,exit_max_Y3,driver_group,baseline_mid,dd_min_Y0,dd_min_Y1,dd_min_Y2,dd_min_Y3,dd_mid_Y0,dd_mid_Y1,dd_mid_Y2,dd_mid_Y3,dd_max_Y0,dd_max_Y1,dd_max_Y2,dd_max_Y3
858,3,3,0.25,0.6,0.99,Technology and Operations,Operations,Operations Control,Performance Management,Planning & Budgeting,4,Specialist,0.35,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,0.65,0.805555556,0.922222222,0.961111111,0.922222222,0.922222222,0.922222222,0.844444444,0.805555556,0.883333333,0.766666667,0.65,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,stcsub,3,1,2,3,4,1,2,3,4,1,2,3,4
857,6,7,0.25,0.6,0.99,Technology and Operations,Operations,Operations Control,Performance Management,Planning & Budgeting,4,Support,1,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,0,0.444444444,0.777777778,0.888888889,0.777777778,0.777777778,0.777777778,0.555555556,0.444444444,0.666666667,0.333333333,0,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,headcount,6.5,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
859,9,10,0.25,0.6,0.99,Technology and Operations,Operations,Operations Control,Planning & Performance,N/A,3,Support,0.77,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,0.23,0.572222222,0.828888889,0.914444444,0.828888889,0.828888889,0.828888889,0.657777778,0.572222222,0.743333333,0.486666667,0.23,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,entrev,9.5,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
849,4,5,0.25,0.6,0.99,Technology and Operations,Operations,Operations Control,Service Excellence,Security & Business Cont,4,Support,0.06,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,lcm,0.94,0.966666667,0.986666667,0.993333333,0.986666667,0.986666667,0.986666667,0.973333333,0.966666667,0.98,0.96,0.94,0.993333333,0.986666667,0.986666667,0.986666667,0.973333333,0.966666667,0.98,0.96,0.94,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,entrev,4.5,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
844,3,3,0.25,0.6,0.99,Technology and Operations,Operations,Operations Control,System & Demand Management,Migration & Data Concurrence,4,Specialist,1,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,stcsub,3,1,2,3,4,1,2,3,4,1,2,3,4
847,12,14,0.25,0.6,0.99,Technology and Operations,Operations,Operations Control,System & Demand Management,OSS Systems Operations,4,Specialist,0.18,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,0.82,0.9,0.96,0.98,0.96,0.96,0.96,0.92,0.9,0.94,0.88,0.82,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,conrev,13,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
848,3,4,0.25,0.6,0.99,Technology and Operations,Operations,Operations Control,System & Demand Management,Remote Resolution and auto Activation Systems Section,4,Specialist,0.67,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,0.33,0.627777778,0.851111111,0.925555556,0.851111111,0.851111111,0.851111111,0.702222222,0.627777778,0.776666667,0.553333333,0.33,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,entrev,3.5,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
850,6,7,0.25,0.6,0.99,Technology and Operations,Operations,Operations Control,System & Demand Management,Tools & Systems Operations,4,Core,0.15,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,0.85,0.916666667,0.966666667,0.983333333,0.966666667,0.966666667,0.966666667,0.933333333,0.916666667,0.95,0.9,0.85,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,whorev,6.5,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
853,9,10,0.25,0.6,0.99,Technology and Operations,Operations,Operations Control,System & Demand Management,WFM & Service Quality Monitoring Systems Section,4,Core,0.24,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,0.76,0.866666667,0.946666667,0.973333333,0.946666667,0.946666667,0.946666667,0.893333333,0.866666667,0.92,0.84,0.76,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,entrev,9.5,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
860,11,13,0.25,0.6,0.99,Technology and Operations,Operations,Operations Control,Systems Operations,N/A,3,Support,1,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,stcsub,12,1,2,3,4,1,2,3,4,1,2,3,4
861,472,551,0.25,0.6,0.99,Technology and Operations,Operations,Residential & Small Business Ops (D),N/A,N/A,2,Support,1,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,headcount,511.5,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
862,1,1,0.25,0.6,0.99,Technology and Operations,Operations Unit,N/A,N/A,N/A,1,NA,1,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,1,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
863,5,5,0.25,0.6,0.99,Technology and Operations,Operations Unit,Districts,N/A,N/A,2,NA,1,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,5,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
864,21,24,0.25,0.6,0.99,Technology and Operations,Operations Unit,Districts,Al Ahsa District,N/A,3,Core,0.07,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,lcm,0.93,0.961111111,0.984444444,0.992222222,0.984444444,0.984444444,0.984444444,0.968888889,0.961111111,0.976666667,0.953333333,0.93,0.992222222,0.984444444,0.984444444,0.984444444,0.968888889,0.961111111,0.976666667,0.953333333,0.93,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,22.5,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
865,8,9,0.25,0.6,0.99,Technology and Operations,Operations Unit,Districts,Al Jubail District,N/A,3,Core,0.32,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,0.68,0.822222222,0.928888889,0.964444444,0.928888889,0.928888889,0.928888889,0.857777778,0.822222222,0.893333333,0.786666667,0.68,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,8.5,1,2,3,4,1,2,3,4,1,2,3,4
866,30,35,0.25,0.6,0.99,Technology and Operations,Operations Unit,Districts,Assir District,N/A,3,Core,1,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,32.5,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
867,8,9,0.25,0.6,0.99,Technology and Operations,Operations Unit,Districts,Baha District,N/A,3,Core,0.48,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,0.52,0.733333333,0.893333333,0.946666667,0.893333333,0.893333333,0.893333333,0.786666667,0.733333333,0.84,0.68,0.52,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,8.5,1,2,3,4,1,2,3,4,1,2,3,4
868,11,12,0.25,0.6,0.99,Technology and Operations,Operations Unit,Districts,Dammam District,N/A,3,Core,0.29,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,0.71,0.838888889,0.935555556,0.967777778,0.935555556,0.935555556,0.935555556,0.871111111,0.838888889,0.903333333,0.806666667,0.71,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,headcount,11.5,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
869,1,1,0.25,0.6,0.99,Technology and Operations,Operations Unit,Districts,District Planning & Support,N/A,3,NA,1,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,1,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
870,6,7,0.25,0.6,0.99,Technology and Operations,Operations Unit,Districts,District Planning & Support,District Operations Support,4,Core,0.16,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,0.84,0.911111111,0.964444444,0.982222222,0.964444444,0.964444444,0.964444444,0.928888889,0.911111111,0.946666667,0.893333333,0.84,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,6.5,1,2,3,4,1,2,3,4,1,2,3,4
871,4,5,0.25,0.6,0.99,Technology and Operations,Operations Unit,Districts,District Planning & Support,Planning & Reporting,4,Support,0.03,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,lcm,0.97,0.983333333,0.993333333,0.996666667,0.993333333,0.993333333,0.993333333,0.986666667,0.983333333,0.99,0.98,0.97,0.996666667,0.993333333,0.993333333,0.993333333,0.986666667,0.983333333,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,4.5,1,2,3,4,1,2,3,4,1,2,3,4
872,10,12,0.25,0.6,0.99,Technology and Operations,Operations Unit,Districts,Hail District,N/A,3,Core,0.14,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,0.86,0.922222222,0.968888889,0.984444444,0.968888889,0.968888889,0.968888889,0.937777778,0.922222222,0.953333333,0.906666667,0.86,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,11,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
873,15,18,0.25,0.6,0.99,Technology and Operations,Operations Unit,Districts,Jeddah District,N/A,3,Core,0.18,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,0.82,0.9,0.96,0.98,0.96,0.96,0.96,0.92,0.9,0.94,0.88,0.82,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,16.5,1,2,3,4,1,2,3,4,1,2,3,4
874,5,6,0.25,0.6,0.99,Technology and Operations,Operations Unit,Districts,Jizan District,N/A,3,Core,0.11,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,0.89,0.938888889,0.975555556,0.987777778,0.975555556,0.975555556,0.975555556,0.951111111,0.938888889,0.963333333,0.926666667,0.89,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,5.5,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
875,8,9,0.25,0.6,0.99,Technology and Operations,Operations Unit,Districts,Jouf District,N/A,3,Core,0.18,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,0.82,0.9,0.96,0.98,0.96,0.96,0.96,0.92,0.9,0.94,0.88,0.82,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,8.5,1,2,3,4,1,2,3,4,1,2,3,4
876,7,8,0.25,0.6,0.99,Technology and Operations,Operations Unit,Districts,Madinah District,N/A,3,Core,1,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,entrev,7.5,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
877,35,41,0.25,0.6,0.99,Technology and Operations,Operations Unit,Districts,Makkah District,N/A,3,Core,0.2,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,0.8,0.888888889,0.955555556,0.977777778,0.955555556,0.955555556,0.955555556,0.911111111,0.888888889,0.933333333,0.866666667,0.8,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,38,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
878,9,10,0.25,0.6,0.99,Technology and Operations,Operations Unit,Districts,Najran District,N/A,3,Core,0.32,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,0.68,0.822222222,0.928888889,0.964444444,0.928888889,0.928888889,0.928888889,0.857777778,0.822222222,0.893333333,0.786666667,0.68,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,entrev,9.5,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
879,5,5,0.25,0.6,0.99,Technology and Operations,Operations Unit,Districts,Northern Border District,N/A,3,Core,1,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,headcount,5,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
880,26,30,0.25,0.6,0.99,Technology and Operations,Operations Unit,Districts,Qasim District,N/A,3,Core,1,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,headcount,28,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
881,13,15,0.25,0.6,0.99,Technology and Operations,Operations Unit,Districts,Riyadh District,N/A,3,Core,0.11,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,0.89,0.938888889,0.975555556,0.987777778,0.975555556,0.975555556,0.975555556,0.951111111,0.938888889,0.963333333,0.926666667,0.89,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,entrev,14,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
882,9,10,0.25,0.6,0.99,Technology and Operations,Operations Unit,Districts,Riyadh Province District,N/A,3,Core,0.37,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,0.63,0.794444444,0.917777778,0.958888889,0.917777778,0.917777778,0.917777778,0.835555556,0.794444444,0.876666667,0.753333333,0.63,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,entrev,9.5,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
883,8,9,0.25,0.6,0.99,Technology and Operations,Operations Unit,Districts,Tabuk District,N/A,3,Core,0.13,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,aut,0.87,0.927777778,0.971111111,0.985555556,0.971111111,0.971111111,0.971111111,0.942222222,0.927777778,0.956666667,0.913333333,0.87,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,8.5,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
